TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Residential/Other,2016,5,10,23,0,33XX GRANVILLE ST,shaughnessy,489891.57,5455906.64
Break and Enter Residential/Other,2016,5,12,14,55,33XX GRANVILLE ST,shaughnessy,489891.57,5455906.64
Break and Enter Residential/Other,2016,2,10,18,0,5X W 44TH AVE,oakridge,492210.67,5453071.21
Break and Enter Residential/Other,2016,8,31,22,34,5X KEEFER PL,downtown,492234.63,5458535.36
Break and Enter Commercial,2016,5,24,2,0,9XX JERVIS ST,westend,490461.47,5459170.06
Theft of Vehicle,2016,10,6,17,0,19XX BARCLAY ST,westend,489841.08,5459872.62
Break and Enter Residential/Other,2016,11,15,4,52,5X SW MARINE DR,marpole,492165.32,5451084.54
Break and Enter Residential/Other,2016,11,7,10,20,5X W 21ST AVE,rileypark,492262.3,5455468.65
Break and Enter Commercial,2016,7,21,21,20,9XX JERVIS ST,westend,490460.85,5459182.4
Break and Enter Residential/Other,2016,8,8,0,0,5X W 37TH AVE,rileypark,492230.29,5453843.58
Break and Enter Residential/Other,2016,2,6,6,10,5X W 38TH AVE,rileypark,492227.42,5453743.38
Theft from Vehicle,2016,3,22,21,30,1XX W 42ND AVE,oakridge,492031.47,5453292.03
Mischief,2016,3,12,15,5,10XX PACIFIC ST,westend,490358.59,5458256.62
Mischief,2016,9,29,13,0,10XX NICOLA ST,westend,490126.27,5459205.33
Break and Enter Commercial,2016,3,20,15,30,37XX W 28TH AVE,dunbarsouthlands,486331.55,5454941.47
Break and Enter Commercial,2016,1,14,18,0,37XX W 28TH AVE,dunbarsouthlands,486331.55,5454941.47
Break and Enter Residential/Other,2016,3,18,17,41,5XX ATLANTIC ST,strathcona,493258.67,5458121.18
Break and Enter Residential/Other,2016,1,7,2,55,5XX BEATTY ST,downtown,492068.54,5458673.86
Theft from Vehicle,2016,2,7,14,0,11XX HARWOOD ST,westend,490190.46,5458582.7
Break and Enter Residential/Other,2016,12,31,22,49,33XX GRANVILLE ST,shaughnessy,489891.57,5455906.64
Theft from Vehicle,2016,2,15,0,0,SELKIRK ST / W 70TH AVE,marpole,490291.57,5450644.42
Break and Enter Commercial,2016,10,20,2,26,37XX W 10TH AVE,westpointgrey,486411.57,5456761.26
Break and Enter Commercial,2016,11,3,4,10,37XX W 10TH AVE,westpointgrey,486409.12,5456770.52
Theft from Vehicle,2016,5,31,22,30,7XX CAMPBELL AVE,strathcona,493827.9,5458392.12
Theft from Vehicle,2016,7,7,0,0,1XX W 42ND AVE,oakridge,492109.15,5453288.54
Break and Enter Commercial,2016,8,26,14,16,38XX MAIN ST,rileypark,492644.49,5455290.5
Break and Enter Residential/Other,2016,8,5,14,24,33XX MAIN ST,rileypark,492628.27,5455849.15
Break and Enter Residential/Other,2016,12,6,17,30,33XX MARQUETTE CRES,killarney,497760.19,5450981.92
Break and Enter Residential/Other,2016,9,20,10,50,33XX MONMOUTH AVE,renfrewcollingwood,497590.24,5454400.93
Other Theft,2016,8,5,13,51,7XX ROBSON ST,downtown,491215.74,5458816.61
Theft from Vehicle,2016,11,21,21,58,7XX CAMBIE ST,downtown,491760.59,5458506.6
Theft from Vehicle,2016,6,27,0,0,23XX DUNDAS ST,grandviewwoodland,495839.99,5459121.02
Break and Enter Commercial,2016,6,27,4,23,37XX MAIN ST,rileypark,492658.73,5455447.45
Break and Enter Commercial,2016,3,23,14,54,37XX MAIN ST,rileypark,492658.2,5455432.31
Break and Enter Commercial,2016,3,4,18,30,37XX MAIN ST,rileypark,492658.2,5455432.31
Break and Enter Commercial,2016,3,6,19,0,37XX MAIN ST,rileypark,492656.73,5455390.68
Theft from Vehicle,2016,11,12,23,30,COLUMBIA ST / KEEFER ST,downtown,492569.99,5458508.48
Break and Enter Commercial,2016,9,14,3,14,37XX MAIN ST,rileypark,492649.19,5455436.41
Theft of Vehicle,2016,7,19,19,35,19XX COMMERCIAL DR,grandviewwoodland,494925.82,5457192.63
Theft from Vehicle,2016,5,9,2,59,12XX GRANVILLE ST,downtown,490801.81,5458260.7
Theft from Vehicle,2016,5,18,0,55,12XX GRANVILLE ST,downtown,490801.81,5458260.7
Theft from Vehicle,2016,6,3,23,30,12XX GRANVILLE ST,downtown,490801.81,5458260.7
Other Theft,2016,8,21,19,41,34XX CAMBIE ST,southcambie,491611.96,5455707.98
Other Theft,2016,5,15,18,16,34XX CAMBIE ST,southcambie,491611.96,5455707.98
Break and Enter Commercial,2016,4,28,4,45,9XX HOWE ST,downtown,491051.84,5458648.71
Theft from Vehicle,2016,12,20,21,31,7XX CAMBIE ST,downtown,491758.14,5458504.13
Theft from Vehicle,2016,4,1,9,0,SELKIRK ST / W 67TH AVE,marpole,490317.83,5450894.78
Theft from Vehicle,2016,6,29,23,55,7XX CAMBIE ST,downtown,491758.14,5458504.13
Theft from Vehicle,2016,3,15,8,14,7XX CAMBIE ST,downtown,491758.14,5458504.13
Other Theft,2016,3,14,15,23,71XX KERR ST,killarney,496991.54,5451723.17
Theft from Vehicle,2016,7,7,3,0,10XX E 52ND AVE,sunset,493937.77,5452202.42
Break and Enter Residential/Other,2016,1,1,2,0,5XX E 49TH AVE,sunset,493241.18,5452532.48
Theft from Vehicle,2016,3,6,22,0,23XX CYPRESS ST,kitsilano,489231.6,5456977.06
Theft of Vehicle,2016,7,10,23,0,19XX CREELMAN AVE,kitsilano,489100.74,5457976.23
Other Theft,2016,9,29,22,10,33XX W BROADWAY AVE,kitsilano,487005.29,5456842.56
Other Theft,2016,8,31,9,55,33XX W BROADWAY AVE,kitsilano,487005.29,5456842.56
Other Theft,2016,7,11,21,33,33XX W BROADWAY AVE,kitsilano,487005.29,5456842.56
Other Theft,2016,4,20,22,47,33XX W BROADWAY AVE,kitsilano,487005.29,5456842.56
Theft from Vehicle,2016,7,25,23,0,23XX CORNWALL AVE,kitsilano,488454.14,5457772.49
Vehicle Collision or Pedestrian Struck (with Injury),2016,8,24,17,35,34XX BLOCK RENFREW ST,renfrewcollingwood,496779,5455680
Break and Enter Commercial,2016,1,18,9,34,9XX HOWE ST,downtown,491051.84,5458648.71
Theft from Vehicle,2016,7,13,1,0,10XX E 53RD AVE,sunset,493859.76,5452122.31
Break and Enter Residential/Other,2016,7,20,11,34,5XX COMMERCIAL DR,grandviewwoodland,494872.72,5458597.09
Break and Enter Residential/Other,2016,9,22,2,58,5XX COMMODORE RD,fairview,491554.1,5457207.94
Break and Enter Residential/Other,2016,5,12,23,38,5XX E 12TH AVE,mountpleasant,493296.86,5456341.1
Other Theft,2016,6,11,19,0,71XX KERR ST,killarney,496991.54,5451723.17
Break and Enter Residential/Other,2016,3,30,9,10,5XX E 16TH AVE,rileypark,493270.66,5455964.13
Vehicle Collision or Pedestrian Struck (with Injury),2016,1,18,16,13,34XX BLOCK WINDSOR ST,kensingtoncedarcottage,493910,5455741
Theft from Vehicle,2016,5,2,23,0,W 15TH AVE / YUKON ST,mountpleasant,491770.64,5456120.44
Theft from Vehicle,2016,5,17,21,0,W 15TH AVE / YUKON ST,mountpleasant,491770.64,5456120.44
Theft from Vehicle,2016,12,13,16,22,7XX CAMBIE ST,downtown,491744.11,5458490.03
Theft from Vehicle,2016,11,28,8,0,7XX CAMBIE ST,downtown,491701.77,5458447.47
Other Theft,2016,5,10,21,38,33XX MAIN ST,rileypark,492628.27,5455849.15
Break and Enter Residential/Other,2016,12,14,16,20,5XX E 18TH AVE,rileypark,493201.62,5455767.49
Break and Enter Residential/Other,2016,11,26,0,0,5XX E 18TH AVE,rileypark,493223.98,5455766.91
Other Theft,2016,8,3,10,39,71XX KERR ST,killarney,496991.54,5451723.17
Theft from Vehicle,2016,11,13,9,27,23XX COMMERCIAL DR,grandviewwoodland,494929.31,5456823.64
Other Theft,2016,10,16,23,30,33XX MAIN ST,rileypark,492626.79,5455877.26
Other Theft,2016,6,22,13,35,33XX MAIN ST,rileypark,492626.79,5455877.26
Other Theft,2016,3,15,16,1,33XX MAIN ST,rileypark,492626.79,5455877.26
Other Theft,2016,2,10,16,59,33XX MAIN ST,rileypark,492626.79,5455877.26
Mischief,2016,8,5,13,0,10XX PACIFIC BLVD,downtown,491532.57,5457926.66
Break and Enter Residential/Other,2016,3,23,14,0,5XX E 20TH AVE,rileypark,493185.4,5455575.99
Theft from Vehicle,2016,8,11,20,0,23XX CLARK DR,mountpleasant,494356.84,5456799.37
Theft from Vehicle,2016,4,18,14,30,7XX BURRARD ST,downtown,491130.47,5459008.94
Theft from Vehicle,2016,11,18,20,52,7XX BURRARD ST,westend,491107.38,5458999.1
Theft from Vehicle,2016,5,22,10,18,7XX BURRARD ST,westend,491107.11,5458998.84
Other Theft,2016,9,27,10,0,71XX KERR ST,killarney,496991.54,5451723.17
Mischief,2016,4,21,8,0,10XX NELSON ST,westend,490755.75,5458793.48
Mischief,2016,4,28,8,0,10XX NELSON ST,westend,490755.75,5458793.48
Break and Enter Residential/Other,2016,10,25,17,55,5XX E 8TH AVE,mountpleasant,493333.51,5456741.67
Theft from Vehicle,2016,2,13,10,23,7XX BURRARD ST,westend,491088.46,5458980.54
Theft from Vehicle,2016,11,29,21,0,7XX BROUGHTON ST,westend,490677.53,5459587.21
Theft from Vehicle,2016,8,8,0,37,7XX BROUGHTON ST,westend,490676.6,5459586.29
Break and Enter Residential/Other,2016,2,24,16,0,5XX E CORDOVA ST,strathcona,493231.02,5458823.74
Break and Enter Residential/Other,2016,4,17,11,8,5XX E CORDOVA ST,strathcona,493231.02,5458823.74
Break and Enter Residential/Other,2016,2,2,15,21,5XX E CORDOVA ST,strathcona,493244.15,5458823.28
Theft from Vehicle,2016,7,19,21,0,23XX CHARLES ST,grandviewwoodland,495869.57,5457802.99
Theft from Vehicle,2016,10,15,15,0,7XX BROUGHTON ST,westend,490625.12,5459548.55
Theft from Vehicle,2016,10,1,20,0,7XX BROUGHTON ST,westend,490625.12,5459548.55
Theft from Vehicle,2016,10,28,23,59,7XX BROUGHTON ST,westend,490622.21,5459545.81
Theft from Vehicle,2016,5,1,19,0,7XX BROUGHTON ST,westend,490622.21,5459545.81
Break and Enter Residential/Other,2016,4,14,14,0,5XX E KING EDWARD AVE,rileypark,493199.89,5455100.52
Break and Enter Residential/Other,2016,5,25,4,47,5XX E PENDER ST,strathcona,493328.24,5458608.59
Break and Enter Residential/Other,2016,5,25,23,9,5XX E PENDER ST,strathcona,493328.24,5458608.59
Theft from Vehicle,2016,8,1,5,11,12XX GRANVILLE ST,downtown,490818.87,5458265.09
Theft from Vehicle,2016,12,31,18,30,12XX GRANVILLE ST,downtown,490818.87,5458265.09
Mischief,2016,3,1,21,52,10XX MAINLAND ST,downtown,491343.94,5458205.82
Mischief,2016,7,14,0,0,10XX MAINLAND ST,downtown,491343.94,5458205.82
Theft from Vehicle,2016,11,12,5,40,7XX BROUGHTON ST,westend,490605.84,5459517.7
Theft from Vehicle,2016,8,6,14,3,7XX BROUGHTON ST,westend,490605.84,5459517.7
Theft of Vehicle,2016,1,1,15,30,10XX SW MARINE DR,marpole,490456.69,5450204.97
Theft of Vehicle,2016,1,21,22,0,10XX SW MARINE DR,marpole,490456.69,5450204.97
Theft from Vehicle,2016,7,18,21,0,7XX BIDWELL ST,westend,490342.12,5459825.14
Break and Enter Residential/Other,2016,11,3,17,30,5XX HELMCKEN ST,downtown,491066.22,5458254.86
Theft of Vehicle,2016,10,13,23,0,19XX E 38TH AVE,kensingtoncedarcottage,495125.08,5453614.52
Theft from Vehicle,2016,10,31,19,0,1XX W 44TH AVE,oakridge,492110.97,5453076.94
Theft from Vehicle,2016,5,28,12,30,23XX CAROLINA ST,mountpleasant,493374.33,5456821.07
Other Theft,2016,11,29,19,30,8XX BURRARD ST,westend,491012.1,5458904.91
Theft from Vehicle,2016,7,30,17,0,7XX BEATTY ST,downtown,491837.52,5458441.2
Theft from Vehicle,2016,3,7,4,0,7XX BEATTY ST,downtown,491832.34,5458436.02
Theft of Vehicle,2016,11,12,9,0,19XX E 3RD AVE,grandviewwoodland,495232.82,5457219.24
Theft from Vehicle,2016,3,4,23,0,7XX BEATTY ST,downtown,491832.34,5458436.02
Theft from Vehicle,2016,11,22,7,29,23XX CAMBRIDGE ST,grandviewwoodland,495828.73,5459313.73
Break and Enter Residential/Other,2016,2,19,17,52,5XX KEEFER ST,strathcona,493294.13,5458509.17
Break and Enter Residential/Other,2016,12,19,17,0,5XX MOBERLY RD,fairview,491459.08,5457235.51
Mischief,2016,4,10,6,46,10XX MAINLAND ST,downtown,491306.61,5458167.11
Break and Enter Residential/Other,2016,5,29,7,25,5XX N KOOTENAY ST,hastingssunrise,498127.99,5459761.74
Theft of Vehicle,2016,5,17,12,59,19XX E 43RD AVE,victoriafraserview,495129.52,5453078.45
Break and Enter Residential/Other,2016,3,31,8,5,5XX POWELL ST,strathcona,493304.52,5458921.31
Other Theft,2016,9,18,10,42,8XX BURRARD ST,westend,491012.1,5458904.91
Other Theft,2016,8,11,17,33,8XX BURRARD ST,westend,491012.1,5458904.91
Theft from Vehicle,2016,12,1,15,30,23XX CAMBIE ST,mountpleasant,491656.44,5456903.21
Theft from Vehicle,2016,5,21,15,7,23XX CAMBIE ST,mountpleasant,491656.42,5456901.55
Theft from Vehicle,2016,9,6,19,30,7XX BEATTY ST,downtown,491789.69,5458406.3
Theft from Vehicle,2016,12,9,9,0,COLUMBIA ST / KEEFER ST,downtown,492569.99,5458508.48
Theft from Vehicle,2016,9,16,22,15,ALEXANDER ST / WATER ST,downtown,492436.24,5458962.47
Theft from Vehicle,2016,8,9,22,0,23XX CAMBIE ST,mountpleasant,491655.45,5456826.95
Theft of Vehicle,2016,1,3,12,34,19XX E 41ST AVE,kensingtoncedarcottage,495150.57,5453325
Theft from Vehicle,2016,4,11,20,0,23XX CAMBIE ST,fairview,491637.21,5456826.57
Theft from Vehicle,2016,9,18,20,58,ALEXANDER ST / PRINCESS AVE,strathcona,493355.52,5459025.34
Theft from Vehicle,2016,3,31,16,0,E 14TH AVE / SOPHIA ST,mountpleasant,492841.96,5456181.68
Break and Enter Commercial,2016,5,19,16,41,GRANVILLE ST / W 70TH AVE,marpole,489763.97,5450647.54
Theft from Vehicle,2016,7,28,17,30,23XX BROCK ST,kensingtoncedarcottage,495733.79,5454577.39
Theft from Vehicle,2016,1,16,1,0,ALEXANDER ST / POWELL ST,downtown,492436.24,5458962.47
Theft from Vehicle,2016,12,29,19,30,ROBSON ST / THURLOW ST,westend,490920.42,5459101.61
Theft from Vehicle,2016,4,24,0,0,23XX BOUNDARY RD,renfrewcollingwood,498269.63,5456841.19
Vehicle Collision or Pedestrian Struck (with Injury),2016,6,13,7,0,35XX BLOCK MAIN ST,rileypark,492659,5455652
Break and Enter Residential/Other,2016,7,21,0,0,16XX KINGSWAY AVE,kensingtoncedarcottage,494813.65,5455022.63
Break and Enter Residential/Other,2016,11,27,8,10,16XX KINGSWAY AVE,kensingtoncedarcottage,494899.96,5454972.52
Break and Enter Residential/Other,2016,2,17,0,1,16XX KITCHENER ST,grandviewwoodland,494832.14,5457716.56
Theft of Vehicle,2016,7,11,1,0,19XX E 50TH AVE,victoriafraserview,495143.21,5452386.64
Break and Enter Commercial,2016,4,6,11,31,9XX HOWE ST,downtown,491006.79,5458602.64
Theft from Vehicle,2016,9,17,10,45,ALEXANDER ST / MAIN ST,strathcona,492764.44,5459043.89
Theft from Vehicle,2016,5,23,10,0,ALEXANDER ST / MAIN ST,strathcona,492764.44,5459043.9
Theft from Vehicle,2016,4,29,19,30,ALEXANDER ST / MAIN ST,strathcona,492764.44,5459043.9
Break and Enter Residential/Other,2016,11,29,19,51,16XX LAURIER AVE,shaughnessy,489516.55,5455351.02
Theft of Vehicle,2016,4,4,7,15,19XX E 52ND AVE,victoriafraserview,495088.42,5452203.49
Break and Enter Residential/Other,2016,9,23,19,0,16XX LAURIER AVE,shaughnessy,489591.56,5455349.97
Break and Enter Residential/Other,2016,7,20,2,0,71XX QUEBEC ST,sunset,492422.98,5451863.32
Break and Enter Residential/Other,2016,8,19,0,0,16XX LAURIER AVE,shaughnessy,489610.31,5455349.71
Theft from Vehicle,2016,2,26,23,0,E 13TH AVE / QUEBEC ST,mountpleasant,492494.81,5456290.43
Theft from Vehicle,2016,4,12,6,45,E 14TH AVE / QUEBEC ST,mountpleasant,492491.94,5456189.51
Theft from Vehicle,2016,12,13,16,0,E 14TH AVE / SOPHIA ST,mountpleasant,492841.96,5456181.68
Other Theft,2016,10,5,15,30,7XX GRANVILLE ST,downtown,491301.98,5458751.56
Other Theft,2016,4,29,14,41,7XX GRANVILLE ST,downtown,491301.98,5458751.56
Theft from Vehicle,2016,1,4,17,45,ROBSON ST / THURLOW ST,westend,490920.42,5459101.61
Break and Enter Residential/Other,2016,2,1,14,30,33XX QUEBEC ST,rileypark,492475.88,5455811.29
Theft from Vehicle,2016,11,17,10,44,ALEXANDER ST / JACKSON AVE,strathcona,493214.29,5459030.43
Theft from Vehicle,2016,1,16,14,0,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,1,23,20,30,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,1,27,17,30,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,2,4,10,30,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft of Vehicle,2016,9,3,8,0,19XX E 7TH AVE,grandviewwoodland,495212.06,5456818.3
Theft from Vehicle,2016,2,13,11,0,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,2,21,12,15,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,4,1,0,0,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,4,1,9,0,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,4,22,15,30,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,5,7,22,30,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,5,13,10,0,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,5,25,18,0,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,7,12,12,0,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,7,24,5,0,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,7,12,21,0,W 15TH AVE / YUKON ST,mountpleasant,491770.64,5456120.44
Other Theft,2016,12,4,19,52,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Break and Enter Commercial,2016,4,27,0,56,E 2ND AVE / ONTARIO ST,mountpleasant,492386.74,5457388.36
Theft from Vehicle,2016,11,1,15,0,7XX BEATTY ST,downtown,491789.28,5458405.89
Theft from Vehicle,2016,8,17,10,30,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,8,26,15,30,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Other Theft,2016,11,17,15,35,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Other Theft,2016,11,1,9,0,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Other Theft,2016,10,14,12,21,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Theft from Vehicle,2016,8,30,17,30,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,9,3,6,43,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft from Vehicle,2016,10,15,18,42,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Other Theft,2016,9,28,15,29,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Theft from Vehicle,2016,10,15,20,55,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Other Theft,2016,9,13,17,20,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Other Theft,2016,8,23,16,22,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Theft from Vehicle,2016,11,13,19,30,RICHARDS ST / W GEORGIA ST,downtown,491549.42,5458724.17
Theft of Vehicle,2016,7,9,0,0,19XX E HASTINGS ST,grandviewwoodland,495323.46,5458722.54
Theft of Vehicle,2016,7,11,1,0,19XX E HASTINGS ST,grandviewwoodland,495323.46,5458722.54
Theft of Vehicle,2016,8,25,1,39,19XX E HASTINGS ST,grandviewwoodland,495323.46,5458722.54
Theft of Vehicle,2016,8,13,21,30,19XX E HASTINGS ST,grandviewwoodland,495324.43,5458722.52
Theft from Vehicle,2016,5,3,6,30,11XX HARWOOD ST,westend,490220.03,5458566.35
Other Theft,2016,8,18,21,0,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Other Theft,2016,8,16,9,45,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Other Theft,2016,8,15,17,37,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Other Theft,2016,8,6,16,15,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Theft from Vehicle,2016,7,8,17,0,11XX HARWOOD ST,westend,490220.03,5458566.35
Other Theft,2016,7,21,15,14,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Other Theft,2016,6,23,15,20,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Theft from Vehicle,2016,11,1,0,0,RICHARDS ST / W HASTINGS ST,downtown,491861.38,5459038.7
Theft from Vehicle,2016,8,25,20,0,11XX HARWOOD ST,westend,490220.03,5458566.35
Break and Enter Residential/Other,2016,2,19,10,10,5XX PRIOR ST,strathcona,493225.85,5458220.53
Theft from Vehicle,2016,10,18,1,30,12XX HORNBY ST,downtown,490622.48,5458348.79
Theft of Vehicle,2016,6,12,14,0,19XX E PENDER ST,grandviewwoodland,495236.79,5458607.3
Theft from Vehicle,2016,8,12,18,15,ALEXANDER ST / JACKSON AVE,strathcona,493214.29,5459030.43
Other Theft,2016,6,9,21,3,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Break and Enter Residential/Other,2016,10,24,1,0,5XX PRIOR ST,strathcona,493256.67,5458210.38
Theft from Vehicle,2016,1,16,21,0,12XX JOHNSTON ST,fairview,490401.19,5457438.96
Theft from Vehicle,2016,2,2,18,0,23XX ALMA ST,kitsilano,486487.44,5457045.94
Theft from Vehicle,2016,7,20,20,0,23XX ALMA ST,kitsilano,486485.97,5456995.62
Theft from Vehicle,2016,3,18,22,0,7XX BEATTY ST,downtown,491763.73,5458367.41
Other Theft,2016,4,29,15,59,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Other Theft,2016,4,12,21,53,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Theft from Vehicle,2016,12,22,14,0,7XX BEATTY ST,downtown,491752.69,5458369.3
Other Theft,2016,4,5,19,3,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Theft of Vehicle,2016,3,18,12,3,19XX GLEN DR,strathcona,494074.71,5457339.57
Other Theft,2016,3,27,15,10,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Other Theft,2016,1,7,9,46,33XX KINGSWAY AVE,renfrewcollingwood,497470.34,5453412.88
Theft from Vehicle,2016,9,17,2,8,1XX W 47TH AVE,oakridge,491942.66,5452782.85
Theft from Vehicle,2016,7,30,14,0,CARRALL ST / KEEFER ST,downtown,492401.99,5458502.08
Theft from Vehicle,2016,8,13,7,45,7XX BEATTY ST,downtown,491743.55,5458360.16
Theft from Vehicle,2016,4,27,14,0,7XX BEATTY ST,downtown,491743.55,5458360.16
Theft from Vehicle,2016,5,8,0,0,23XX ALMA ST,westpointgrey,486477.96,5457034.46
Break and Enter Commercial,2016,7,13,0,9,36XX W BROADWAY AVE,kitsilano,486559.74,5456864.15
Break and Enter Commercial,2016,10,11,3,22,36XX W BROADWAY AVE,kitsilano,486556.69,5456855.08
Break and Enter Commercial,2016,10,10,12,0,36XX W BROADWAY AVE,kitsilano,486553.89,5456855.16
